wbs_code,parent_wbs_code,activity_name,work_package,discipline,contractual_start,contractual_finish,current_planned_start,current_planned_finish,duration_days,milestone,unit,total_required_quantity,progress_weight,current_reported_completion_pct,responsible_party,schedule_version,schedule_status,source_document
1.4.2.4,1.4.2,Inverter Works Cold Tests,Electrical Works Cold Tests,Commissioning,,,2027-01-08,2027-01-17,10,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.4.1,1.4.2.4,Inverter Settings and Cold Commissioning,Electrical Works Cold Tests,Commissioning,,,2027-01-08,2027-01-17,10,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.4.2,1.4.2.4,PPC/Communication/Meteo St. Settings and Cold Commissioning,Electrical Works Cold Tests,Commissioning,,,2027-01-13,2027-01-17,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.5,1.4.2,AUX and CCTV Works Cold Tests,Electrical Works Cold Tests,Commissioning,,,2027-01-05,2027-01-09,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.5.1,1.4.2.5,AUX Settings and Tests,Electrical Works Cold Tests,Commissioning,,,2027-01-05,2027-01-09,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.5.2,1.4.2.5,CCTV & Lighting Setting and Cold Commissioing,Electrical Works Cold Tests,Commissioning,,,2027-01-05,2027-01-09,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.6,1.4.2,Earthing Test,Electrical Works Cold Tests,Commissioning,,,2027-01-10,2027-01-10,1,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.2.6.1,1.4.2.6,Earthing Measurement and Tests,Electrical Works Cold Tests,Commissioning,,,2027-01-10,2027-01-10,1,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.3,1.4,Mechanical Completion,Mechanical Completion,Commissioning,,,2027-01-18,2027-02-04,18,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.3.1,1.4.3,Tests Resuslts Collections and Submission,Mechanical Completion,Commissioning,,,2027-01-18,2027-01-22,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.3.2,1.4.3,Tests Results Check,Mechanical Completion,Commissioning,,,2027-01-23,2027-01-27,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.3.3,1.4.3,PV Plant Inspection,Mechanical Completion,Commissioning,,,2027-01-28,2027-01-30,3,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.3.4,1.4.3,PV Plant Punch List Report,Mechanical Completion,Commissioning,,,2027-01-31,2027-02-04,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.3.5,1.4.3,PV PLANT MECHANICAL COMPLETION,Mechanical Completion,Commissioning,,,2027-02-04,2027-02-04,0,YES,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.4,1.4,Communication to DSO,Communication to DSO,Commissioning,,,2027-01-27,2027-01-27,0,YES,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.4.4.1,1.4.4,Communication to DSO Plant ready for Connection,Communication to DSO,Commissioning,,,2027-01-27,2027-01-27,0,YES,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5,1,PV PLANT ENERGIZATION & HOT COMMISSIONING,PV PLANT ENERGIZATION & HOT COMMISSIONING,Commissioning,,,2027-02-05,2027-02-14,10,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.1,1.5,PV Plant Energization,PV Plant Energization,Commissioning,,,2027-02-05,2027-02-05,1,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.1.1,1.5.1,PV PLANT ENERGIZATION,PV Plant Energization,Commissioning,,,2027-02-05,2027-02-05,1,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2,1.5,PV Plant Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-14,10,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.1,1.5.2,MV Network Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-05,1,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.1.1,1.5.2.1,MV Network Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-05,1,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.2,1.5.2,Inverters Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-12,8,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.2.1,1.5.2.2,Inverters and CBs Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-12,8,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.2.2,1.5.2.2,CCI/Communication/Meteo St. Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-09,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.3,1.5.2,AUX and CCTV Hot Commissionoing,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-14,10,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.3.1,1.5.2.3,AUX Systems Hot commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-05,2027-02-09,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.5.2.3.2,1.5.2.3,CCTV Hot Commissioning,PV Plant Hot Commissioning,Commissioning,,,2027-02-10,2027-02-14,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6,1,PV PLANT PROVISIONAL ACCEPTANCE CERTIFICATE,PV PLANT PROVISIONAL ACCEPTANCE CERTIFICATE,Other,,,2027-02-05,2027-03-06,30,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.1,1.6,Final Documentation,Final Documentation,Other,,,2027-02-05,2027-02-19,15,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.1.1,1.6.1,Final Documentation preparation and submission,Final Documentation,Other,,,2027-02-05,2027-02-14,10,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.1.2,1.6.1,Final Documentation Verification,Final Documentation,Other,,,2027-02-15,2027-02-19,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.2,1.6,Pre Provisional Acceptance Certificate,Pre Provisional Acceptance Certificate,Other,,,2027-02-15,2027-02-21,7,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.3,1.6,Provisional Acceptance Test,Provisional Acceptance Test,Other,,,2027-02-22,2027-03-01,8,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.3.1,1.6.3,Provisional Acceptance Test Performance,Provisional Acceptance Test,Other,,,2027-02-22,2027-02-24,3,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.3.2,1.6.3,Provisional Acceptance PV Plant Inspection,Provisional Acceptance Test,Other,,,2027-02-24,2027-02-24,0,YES,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.3.3,1.6.3,Provisional Acceptance Test Data Verification,Provisional Acceptance Test,Other,,,2027-02-25,2027-03-01,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.4,1.6,Provisional Acceptance Certificate,Provisional Acceptance Certificate,Other,,,2027-02-25,2027-03-01,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.4.1,1.6.4,Provisional Acceptance Punch List,Provisional Acceptance Certificate,Other,,,2027-02-25,2027-03-01,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.4.2,1.6.4,PV PLANT PROVISIONAL ACCEPTANCE CERTIFICATE,Provisional Acceptance Certificate,Other,,,2027-03-01,2027-03-01,0,YES,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.5,1.6,Handover to O&M and Asset Management,Handover to O&M and Asset Management,Other,,,2027-03-02,2027-03-06,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
1.6.5.1,1.6.5,PV Plant Handover to O&M and AM,Handover to O&M and Asset Management,Other,,,2027-03-02,2027-03-06,5,NO,,,,0,,Schedule 03 - Project Timeline (27.07.2026 update),ACTIVE,3. Schedule 03 - Project timeline (27.07.2026) Gantt
